Date,Open,Close,High,Low,Volume
7/14/2023,4514.61,4505.42,4527.76,4499.56,198619
7/13/2023,4491.5,4510.04,4517.38,4489.36,183080
7/12/2023,4467.69,4472.16,4488.34,4463.23,189472
7/11/2023,4415.55,4439.26,4443.64,4408.46,179374
7/10/2023,4394.23,4409.53,4412.6,4389.92,178591
7/7/2023,4404.54,4398.95,4440.39,4397.4,166311
7/6/2023,4422.62,4411.59,4422.62,4385.05,176090
7/5/2023,4442.04,4446.82,4454.06,4436.61,171906
7/3/2023,4450.48,4455.59,4456.46,4442.29,104560
6/30/2023,4422.44,4450.38,4458.48,4422.44,187671
6/29/2023,4374.94,4396.44,4398.39,4371.97,179564
6/28/2023,4367.48,4376.86,4390.35,4360.22,188444
6/27/2023,4337.36,4378.41,4384.42,4335,185976
6/26/2023,4344.84,4328.82,4362.06,4328.08,183373
6/23/2023,4354.17,4348.33,4366.55,4341.34,185505
6/22/2023,4355.4,4381.89,4382.25,4351.82,173516
6/21/2023,4380.01,4365.69,4386.22,4360.14,182351
6/20/2023,4396.11,4388.71,4400.15,4367.19,185492
6/16/2023,4440.95,4409.59,4448.47,4407.44,239508
6/15/2023,4365.33,4425.84,4439.2,4362.6,203536
6/14/2023,4366.29,4372.59,4391.82,4337.85,216887
6/13/2023,4352.61,4369.01,4375.37,4349.31,204924
6/12/2023,4308.32,4338.93,4340.13,4304.37,199618
6/9/2023,4304.88,4298.86,4322.62,4291.7,180264
6/8/2023,4268.69,4293.93,4298.01,4261.07,184407
6/7/2023,4285.47,4267.52,4299.19,4263.96,223398
6/6/2023,4271.34,4283.85,4288.33,4263.09,187791
6/5/2023,4282.99,4273.79,4299.28,4266.82,189441
6/2/2023,4241.01,4282.37,4290.67,4241.01,226753
6/1/2023,4183.03,4221.02,4232.43,4171.64,210772
5/31/2023,4190.74,4179.83,4195.44,4166.15,239593
5/30/2023,4226.71,4205.52,4231.1,4192.18,213220
5/26/2023,4156.16,4205.45,4212.87,4156.16,212427
5/25/2023,4155.71,4151.28,4165.74,4129.73,227038
5/24/2023,4132.96,4115.24,4132.96,4103.98,186734
5/23/2023,4176.8,4145.58,4185.68,4142.54,203512
5/22/2023,4190.78,4192.63,4209.22,4179.68,185386
5/19/2023,4204.15,4191.98,4212.91,4180.2,183126
5/18/2023,4157.68,4198.05,4202.2,4153.5,202188
5/17/2023,4122.85,4158.77,4164.67,4113.62,199410
5/16/2023,4127.95,4109.9,4135.54,4109.86,186040
5/15/2023,4126.65,4136.28,4141.25,4110.27,171902
5/12/2023,4138.54,4124.08,4143.74,4099.12,178450
5/11/2023,4132.24,4130.62,4132.8,4109.29,188298
5/10/2023,4143.74,4137.64,4154.28,4098.92,194420
5/9/2023,4124.25,4119.17,4130.35,4116.65,169440
5/8/2023,4136.98,4138.12,4142.3,4123.81,176223
5/5/2023,4084.73,4136.25,4147.02,4084.73,207779
5/4/2023,4082.55,4061.22,4082.61,4048.28,248500
5/3/2023,4122.25,4090.75,4148.3,4088.86,220414
5/2/2023,4164.1,4119.58,4164.1,4089.72,224802
5/1/2023,4166.79,4167.87,4186.92,4164.12,184291
4/28/2023,4129.63,4169.48,4170.06,4127.18,216513
4/27/2023,4075.29,4135.35,4138.24,4075.29,224214
4/26/2023,4087.78,4055.99,4089.67,4049.35,225481
4/25/2023,4126.43,4071.63,4126.43,4071.38,214826
4/24/2023,4132.07,4137.04,4142.41,4117.77,174860
4/21/2023,4132.14,4133.52,4138.02,4113.86,181993
4/20/2023,4130.48,4129.79,4148.57,4114.57,204752
4/19/2023,4139.33,4154.52,4162.57,4134.49,182136
4/18/2023,4164.26,4154.87,4169.48,4140.36,176267
4/17/2023,4137.17,4151.32,4151.72,4123.18,177181
4/14/2023,4140.11,4137.64,4163.19,4113.2,174365
4/13/2023,4100.04,4146.22,4150.26,4099.4,178323
4/12/2023,4121.72,4091.95,4134.37,4086.94,188353
4/11/2023,4110.29,4108.94,4124.26,4102.61,167318
4/10/2023,4085.2,4109.11,4109.5,4072.55,158360
4/6/2023,4081.15,4105.02,4107.32,4069.84,173327
4/5/2023,4094.5,4090.38,4099.69,4072.56,192612
4/4/2023,4128.03,4100.6,4133.13,4086.87,187307
4/3/2023,4102.2,4124.51,4127.66,4098.79,196799
3/31/2023,4056.18,4109.31,4110.75,4056.18,195057
3/30/2023,4046.74,4050.83,4057.85,4032.1,179128
3/29/2023,3999.53,4027.81,4030.59,3999.53,188501
3/28/2023,3974.13,3971.27,3979.2,3951.53,170636
3/27/2023,3982.93,3977.53,4003.83,3970.49,201930
3/24/2023,3939.21,3970.99,3972.74,3909.16,220241
3/23/2023,3959.21,3948.72,4007.66,3919.05,239566
3/22/2023,4002.04,3936.97,4039.49,3936.17,234092
3/21/2023,3975.89,4002.87,4009.08,3971.19,241323
3/20/2023,3917.47,3951.57,3956.62,3916.89,237800
3/17/2023,3958.69,3916.64,3958.91,3901.27,321324
3/16/2023,3878.93,3960.28,3964.46,3864.11,308442
3/15/2023,3876.74,3891.93,3894.26,3838.24,309853
3/14/2023,3894.01,3919.29,3937.29,3873.63,281787
3/13/2023,3835.12,3855.76,3905.05,3808.86,349830
3/10/2023,3912.77,3861.59,3934.05,3846.32,281099
3/9/2023,3998.66,3918.32,4017.81,3908.7,220467
3/8/2023,3987.55,3992.01,4000.41,3969.76,173696
3/7/2023,4048.26,3986.37,4050,3980.31,188721
3/6/2023,4055.15,4048.42,4078.49,4044.61,179413
3/3/2023,3998.02,4045.64,4048.29,3995.17,180842
3/2/2023,3938.68,3981.35,3990.84,3928.16,187209
3/1/2023,3963.34,3951.39,3971.73,3939.05,185170
2/28/2023,3977.19,3970.15,3997.5,3968.98,186617
2/27/2023,3992.36,3982.24,4018.05,3973.55,171848
2/24/2023,3973.24,3970.04,3978.25,3943.08,182274
2/23/2023,4018.6,4012.32,4028.3,3969.19,194609
2/22/2023,4001.83,3991.05,4017.37,3976.9,186795
2/21/2023,4052.35,3997.34,4052.35,3995.19,188872
2/17/2023,4077.39,4079.09,4081.51,4047.95,190127
2/16/2023,4114.75,4090.41,4136.54,4089.49,190498
2/15/2023,4119.5,4147.6,4148.11,4103.98,177858
2/14/2023,4126.7,4136.13,4159.77,4095.01,186712
2/13/2023,4096.62,4137.29,4138.9,4092.67,171305
2/10/2023,4068.92,4090.46,4094.36,4060.79,195542
2/9/2023,4144.25,4081.5,4156.23,4069.67,224146
2/8/2023,4153.47,4117.86,4156.85,4111.67,213279
2/7/2023,4105.35,4164,4176.54,4088.39,221514
2/6/2023,4119.57,4111.08,4124.63,4093.38,191124
2/3/2023,4136.69,4136.48,4182.36,4123.36,246336
2/2/2023,4158.68,4179.76,4195.44,4141.88,288951
2/1/2023,4070.07,4119.21,4148.95,4037.2,250295
1/31/2023,4020.85,4076.6,4077.16,4020.44,200490
1/30/2023,4049.27,4017.77,4063.85,4015.55,192227
1/27/2023,4053.72,4070.56,4094.21,4048.7,219570
1/26/2023,4036.08,4060.43,4061.57,4013.29,205993
1/25/2023,3982.71,4016.22,4019.55,3949.06,206896
1/24/2023,4001.74,4016.95,4023.92,3989.79,175142
1/23/2023,3978.14,4019.81,4039.31,3971.64,209749
1/20/2023,3909.04,3972.61,3972.96,3897.86,206167
1/19/2023,3911.84,3898.85,3922.94,3885.54,202961
1/18/2023,4002.25,3928.86,4014.16,3926.59,210522
1/17/2023,3999.28,3990.97,4015.39,3984.57,199939
1/13/2023,3960.6,3999.09,4003.95,3947.67,192222
1/12/2023,3977.57,3983.17,3997.76,3937.56,206618
1/11/2023,3932.35,3969.61,3970.07,3928.54,194288
1/10/2023,3888.57,3919.25,3919.83,3877.29,178455
1/9/2023,3910.82,3892.09,3950.57,3890.42,201300
1/6/2023,3823.37,3895.08,3906.19,3809.56,203646
1/5/2023,3839.74,3808.1,3839.74,3802.42,183761
1/4/2023,3840.36,3852.97,3873.16,3815.77,209168
1/3/2023,3853.29,3824.14,3878.46,3794.33,189444
12/30/2022,3829.06,3839.5,3839.85,3800.34,134889
12/29/2022,3805.45,3849.28,3858.19,3805.45,145387
12/28/2022,3829.56,3783.22,3848.32,3780.78,148647
12/27/2022,3843.34,3829.25,3846.65,3813.22,143951
12/23/2022,3815.11,3844.82,3845.8,3797.01,136345
12/22/2022,3853.26,3822.39,3853.26,3764.49,193882
12/21/2022,3839.49,3878.44,3889.82,3839.49,175320
12/20/2022,3810.47,3821.62,3838.24,3795.62,177933
12/19/2022,3853.79,3817.66,3854.86,3800.04,180048
12/16/2022,3890.91,3852.36,3890.91,3827.91,250071
12/15/2022,3958.37,3895.75,3958.37,3879.45,209866
12/14/2022,4015.54,3995.32,4053.76,3965.65,209615
12/13/2022,4069.38,4019.65,4100.96,3993.03,240386
12/12/2022,3939.29,3990.56,3990.71,3935.3,176955
12/9/2022,3954.17,3934.38,3977.02,3933.04,167950
12/8/2022,3947.79,3963.51,3974.19,3935.83,177627
12/7/2022,3933.28,3933.92,3957.57,3922.68,178684
12/6/2022,3996.63,3941.26,4001.51,3918.39,196269
12/5/2022,4052.02,3998.84,4052.45,3984.49,185672
12/2/2022,4040.17,4071.7,4080.48,4026.63,170579
12/1/2022,4087.14,4076.57,4100.51,4050.87,187517
11/30/2022,3957.18,4080.11,4080.11,3938.58,225204
11/29/2022,3964.19,3957.63,3976.77,3937.65,155895
11/28/2022,4005.36,3963.94,4012.27,3955.77,163980
11/25/2022,4023.34,4026.12,4034.02,4020.76,75976
11/23/2022,4000.3,4027.26,4033.78,3998.66,145101
11/22/2022,3965.51,4003.58,4005.88,3956.88,161882
11/21/2022,3956.23,3949.94,3962,3933.34,173041
11/18/2022,3966.39,3965.34,3979.89,3935.98,175308
11/17/2022,3919.26,3946.56,3954.33,3906.54,182559
